"Program","Year","Period","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Measure","Bearing_type","Domain","Domain.Category","Value","CV...."
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"SEVIER",155,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",1,"(H)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"SEVIER",155,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"SEVIER",155,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",5,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"UNION",173,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"UNION",173,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"UNION",173,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"UNION",173,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"WASHINGTON",179,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"WASHINGTON",179,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"WASHINGTON",179,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"EAST TENNESSEE",60,"WASHINGTON",179,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"BENTON",5,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"CARROLL",17,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"CARROLL",17,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"CARROLL",17,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"CARROLL",17,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"FAYETTE",47,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"FAYETTE",47,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"FAYETTE",47,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"FAYETTE",47,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"GIBSON",53,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"GIBSON",53,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"GIBSON",53,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"GIBSON",53,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDEMAN",69,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDIN",71,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDIN",71,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDIN",71,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HARDIN",71,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENDERSON",77,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"","ACRES BEARING","TOTAL","NOT SPECIFIED",2,"44.0"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"","ACRES GROWN","TOTAL","NOT SPECIFIED",4,"51.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",2,"(H)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"HENRY",79,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MADISON",113,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MCNAIRY",109,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MCNAIRY",109,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MCNAIRY",109,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WEST TENNESSEE",20,"MCNAIRY",109,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",2,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"CHEATHAM",21,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"CHEATHAM",21,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"CHEATHAM",21,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"CHEATHAM",21,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"DICKSON",43,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"HUMPHREYS",85,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"HUMPHREYS",85,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"HUMPHREYS",85,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"HUMPHREYS",85,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"LAWRENCE",99,"","ACRES BEARING","TOTAL","NOT SPECIFIED",2,"44.0"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"LAWRENCE",99,"","ACRES GROWN","TOTAL","NOT SPECIFIED",2,"51.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"LAWRENCE",99,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"LAWRENCE",99,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"MONTGOMERY",125,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"MONTGOMERY",125,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"MONTGOMERY",125,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"MONTGOMERY",125,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"PERRY",135,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"PERRY",135,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"PERRY",135,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"PERRY",135,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"","ACRES GROWN","TOTAL","NOT SPECIFIED",9,"51.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"ROBERTSON",147,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,"98.1"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"STEWART",161,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"STEWART",161,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"STEWART",161,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"STEWART",161,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"WAYNE",181,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"WAYNE",181,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"WAYNE",181,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"69.3"
"CENSUS",2022,"YEAR","COUNTY","TENNESSEE",47,"WESTERN RIM",30,"WAYNE",181,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,"73.3"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BELL",27,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BELL",27,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BELL",27,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BELL",27,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BOSQUE",35,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BOSQUE",35,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BOSQUE",35,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"BOSQUE",35,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COLLIN",85,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"53.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COLLIN",85,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COLLIN",85,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COLLIN",85,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"COOKE",97,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",4,"53.9"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"DENTON",121,"","ACRES BEARING","TOTAL","NOT SPECIFIED",28,"53.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"DENTON",121,"","ACRES GROWN","TOTAL","NOT SPECIFIED",28,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"DENTON",121,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"DENTON",121,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",8,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"FANNIN",147,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"FANNIN",147,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",NA,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"FANNIN",147,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"FANNIN",147,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,"(L)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"53.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"","ACRES GROWN","TOTAL","NOT SPECIFIED",10,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",9,"52.9"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"GRAYSON",181,"OPERATIONS ","WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",5,"53.9"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"HUNT",231,"","ACRES BEARING","TOTAL","NOT SPECIFIED",4,"53.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"HUNT",231,"","ACRES GROWN","TOTAL","NOT SPECIFIED",4,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"HUNT",231,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"HUNT",231,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"JOHNSON",251,"","ACRES BEARING","TOTAL","NOT SPECIFIED",1,"53.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"JOHNSON",251,"","ACRES GROWN","TOTAL","NOT SPECIFIED",1,"50.5"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"JOHNSON",251,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"JOHNSON",251,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,"42.8"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"KAUFMAN",257,"","ACRES BEARING","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"KAUFMAN",257,"","ACRES GROWN","TOTAL","NOT SPECIFIED",NA,"(D)"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"KAUFMAN",257,"OPERATIONS ","WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,"37.7"
"CENSUS",2022,"YEAR","COUNTY","TEXAS",48,"BLACKLANDS",40,"KAUFMAN",257,"OPERATIONS ","WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,"42.8"
